,Datetime,Tweet Id,Text,Username
603,2022-03-23 15:00:24+00:00,1506647053836955650,You don’t want to leave yourself totally vulnerable if you simultaneously lose 16 of your guns at the exact moment when an armed intruder breaks into your house.,TheOnion
604,2022-03-23 14:45:03+00:00,1506643192434896901,New Apple Privacy Feature Allows iPhone Users To Silence All Calls From People Who Love Them,TheOnion
605,2022-03-23 14:00:25+00:00,1506631959572881411,"Report: Huh, Interesting Choice For An Outfit Today",TheOnion
606,2022-03-23 13:15:02+00:00,1506620538764025865,God Frustrated After Google Search Reveals Octopuses Already Exist,TheOnion
607,2022-03-23 12:30:04+00:00,1506609221986668550,“Some families have two mommies or two daddies.”,TheOnion
608,2022-03-23 03:00:02+00:00,1506465769051328517,“Do I need insurance to have intercourse?”,TheOnion
609,2022-03-23 02:30:01+00:00,1506458213562171392,"“My name is Alexei Navalny, and I’m running for president.”",TheOnion
610,2022-03-23 02:15:01+00:00,1506454438554316804,Botched Autopsy Brings Murder Victim Back To Life,TheOnion
611,2022-03-23 01:30:02+00:00,1506443117544755201,Man Talking Big Game About Having Shroom Hookup Folds Almost Immediately Under Pressure,TheOnion
612,2022-03-23 01:00:03+00:00,1506435575062142983,“Your apartment is the site of General Lee’s surrender to General Grant.”,TheOnion
613,2022-03-23 00:45:01+00:00,1506431789698625537,Loved Ones Talk Down Goat Standing On Mountain’s Edge,TheOnion
614,2022-03-23 00:00:06+00:00,1506420485327933448,"Baby Emerges From Game Of Peekaboo Wiser, More Reflective",TheOnion
615,2022-03-22 23:45:02+00:00,1506416693521915904,"“Judge Jackson, I’m struggling to understand how you expect to serve on the the highest court in the land without having spent a single day as a Supreme Court justice,” said Sen. Mike Lee (R-UT).",TheOnion
616,2022-03-22 23:15:03+00:00,1506409149202055171,"‘I Can Still Cook This, Right,’ Asks Woman Holding Up Writhing, Screaming Potato With 8-Foot-Long Roots",TheOnion
617,2022-03-22 22:30:04+00:00,1506397828855304201,Accidental Clicks On Ads Only Thing Saving Media Employee From Layoff,TheOnion
618,2022-03-22 22:15:02+00:00,1506394045546909696,100% real clothes sourced directly from a natural commercial clothing manufacturer.,TheOnion
619,2022-03-22 21:45:02+00:00,1506386496424656907,Clarence Thomas Hospitalized With Flu-Like Symptoms  #WhatDoYouThink,TheOnion
620,2022-03-22 21:00:25+00:00,1506375268025446413,“You’re so handsome you could be a model.”,TheOnion
621,2022-03-22 20:00:09+00:00,1506360100159692800,Sick Jen Psaki Delivers Press Briefing From Under Blanket While Watching ‘The Price Is Right’,TheOnion
622,2022-03-22 19:34:01+00:00,1506353523973308427,Senate Republicans Attack Ketanji Brown Jackson’s Lack Of Experience On U.S. Supreme Court,TheOnion
623,2022-03-22 19:13:04+00:00,1506348252999917576,Josh Hawley Slams Ketanji Brown Jackson For Letting Pedophiles Like Himself Walk Free,TheOnion
624,2022-03-22 18:30:06+00:00,1506337438062555154,Report: Every Employee In Company PR Photo Laid Off Months Ago,TheOnion
625,2022-03-22 18:00:30+00:00,1506329989897244674,"Without the ever-changing prices of global commodities, political science majors around the world would be falling asleep in lecture halls as we approach world peace.",TheOnion
626,2022-03-22 17:45:09+00:00,1506326127404630016,Man Wishes He Knew Enough About Cars To Tell If Repair Really Costs One Blow Job,TheOnion
627,2022-03-22 17:00:22+00:00,1506314856022032391,"While Americans enjoy freedom of speech, citizens in heavily censored autocratic regimes experience the complete opposite. If Russian citizens say any of the following things, they will be arrested and punished immediately.",TheOnion
628,2022-03-22 16:15:05+00:00,1506303461897424904,TurboTax Threatens To Tell IRS Customer Cheated On Taxes Unless They Upgrade To Deluxe Version,TheOnion
629,2022-03-22 15:30:06+00:00,1506292141823250432,Tokyo Schools Drop Dress Code Rules Regulating Hair And Underwear Color  #WhatDoYouThink?,TheOnion
630,2022-03-22 15:00:24+00:00,1506284666554400781,"If you were sent a handwritten letter from a stranger inviting you by name to stay at their Airbnb in the countryside, it’s time to keep looking.",TheOnion
631,2022-03-22 14:45:04+00:00,1506280809203912710,Woman Orders Jeans One Size Up For When She Wants Extra Comfy Feel Of Wearing Clothes That Fit,TheOnion
632,2022-03-22 14:00:28+00:00,1506269582503424007,"City Recycling Program Requires Residents To Sort, Sanitize, Melt, Re-Form, Label, Fill Bottles Before Placing In Bin",TheOnion
633,2022-03-22 13:15:02+00:00,1506258151280160778,Sweat-Drenched Woman Types Frantically As Countdown Threatens To Release Temporarily Reserved Show Tickets,TheOnion
634,2022-03-22 12:30:04+00:00,1506246835106680845,Synopsis: The classic musical is back. The old version has been destroyed.,TheOnion
635,2022-03-22 03:30:00+00:00,1506110923353772032,Save your precious thumb strength for later. You can watch our TikToks without the endless scrolling at,TheOnion
636,2022-03-22 03:00:02+00:00,1506103379692597250,“I’m too busy having an affair with your wife to come in today.”,TheOnion
637,2022-03-22 02:15:01+00:00,1506092051158519819,Divorced Mom At Point In Life Where She Figures She Might As Well Start Writing Erotic Letters To Men In Prison,TheOnion
638,2022-03-22 02:00:05+00:00,1506088291447279620,"Don’t Look Up: Synopsis
A star-studded feature goes on a media tour to warn everyone against expecting too much from it.",TheOnion
639,2022-03-22 01:30:02+00:00,1506080729725382664,Rainforest Tree Remains Very Still In Hopes That Bulldozer Will Lose Interest And Drive Away,TheOnion
640,2022-03-22 00:45:02+00:00,1506069404102049792,Change In Mobile App’s Logo Completely Disrupts Muscle Memory,TheOnion
641,2022-03-22 00:00:06+00:00,1506058098384986115,"Defining Line: “It’s like, uh… It’s like a hill, but sand? There’s a word for it. Fuck, what is it…""",TheOnion
642,2022-03-21 23:15:02+00:00,1506046757209350144,Arkansas Legislator Warns Loophole In New Law Could Still Allow Trans Youth To Exist,TheOnion
643,2022-03-21 23:00:09+00:00,1506043010798215171,"“I don’t want to get left behind, and coding’s pretty much the future, from what I’ve heard. Plus, I heard it pays a ton. I can’t even imagine making six figures. Man, it’d be so cool to finally get my own apartment.”",TheOnion
644,2022-03-21 22:45:01+00:00,1506039201795563559,"The Onion stands at the ready to act as a mouthpiece of the world’s elite, using its distinguished reportage to parrot whatever the party line happens to be.",TheOnion
645,2022-03-21 22:15:04+00:00,1506031666200027152,Specially engineered to acclimate your hot or cold beverage to room temperature over time.,TheOnion
646,2022-03-21 21:30:03+00:00,1506020337921761286,"“Here’s a picture of me hugging my best friend in third grade.""",TheOnion
647,2022-03-21 20:45:02+00:00,1506009007475269635,Chicago Police Department Lowers Hiring Standards Amid Staffing Shortages   #WhatDoYouThink?,TheOnion
648,2022-03-21 20:00:16+00:00,1505997741230637063,Exterminator Shows Off Trophy Room Filled With Mounted Heads Of Insects,TheOnion
649,2022-03-21 19:45:02+00:00,1505993907913601025,Ketanji Brown Jackson Weighs Making History Against Soul-Crushing Thought Of Spending Time With These People,TheOnion
650,2022-03-21 19:15:03+00:00,1505986364566876165,Executive On Deathbed Requests Obituary Be Optimized For SEO,TheOnion
651,2022-03-21 18:30:06+00:00,1505975049412612103,Kamala Harris Enrolls In 6-Week Coding Boot Camp,TheOnion
652,2022-03-21 18:00:17+00:00,1505967548453511185,1951: Putin’s parents decide to try for an evil megalomaniac.,TheOnion
653,2022-03-21 17:45:03+00:00,1505963714448703495,This Week's Editorial Cartoon: 'Chew Kraine',TheOnion
654,2022-03-21 17:00:22+00:00,1505952470538858500,The Onion’s Guide To The Oscars: Best Picture,TheOnion
655,2022-03-21 16:15:06+00:00,1505941076456230919,Therapist Gives Slight Wince Of Recognition After Hearing Which Friend Recommended Her To New Patient,TheOnion
656,2022-03-21 16:00:27+00:00,1505937390917107714,The Onion answers the most pressing questions about President Biden’s first Supreme Court nominee.,TheOnion
657,2022-03-21 15:30:07+00:00,1505929757409619970,Building Code Violation Fines Leave Landlord With No Choice But To Raise Rent,TheOnion
658,2022-03-21 15:00:25+00:00,1505922283080138769,"“At night, when I’m lying in bed, a little voice—a distant whisper—in my head tells me that I should tear your throat out with my teeth and then take all the money from your wallet as you lie bleeding out.”",TheOnion
659,2022-03-21 14:45:06+00:00,1505918428871368709,Dog Has Visible Erection In Shelter Photo,TheOnion
660,2022-03-21 14:00:27+00:00,1505907193043894275,Report: Honeydew Still Not Ripe,TheOnion
661,2022-03-21 13:15:03+00:00,1505895764320563200,Economic Report Finds Majority Of Americans Could Afford To Toss Couple Bucks Our Way To Keep Us From Going Under,TheOnion
662,2022-03-21 12:30:05+00:00,1505884449002733573,2014: Putin annexes Crimea by pure accident.,TheOnion
663,2022-03-21 03:00:01+00:00,1505740988907589633,"A lifetime of kindness, generosity, and hard work, and it won’t matter to anyone. Literally no one. Whatever happens to your body, not a single soul will think about it for a single second. Ultimately, your life did not matter.",TheOnion
664,2022-03-21 02:30:02+00:00,1505733442977374212,More Americans Putting Off Marriage To Focus On Making Nachos In The Microwave,TheOnion
665,2022-03-21 01:30:02+00:00,1505718342522392577,Woman’s Subconscious Not Sure How Much More Clearly It Can Communicate That Her Teeth Going To Fall Out Soon,TheOnion
666,2022-03-21 01:00:05+00:00,1505710805332987907,“I wanted someone who could tell me my future.”,TheOnion
667,2022-03-21 00:30:02+00:00,1505703242965078018,Family Priced Out Of Grocery Store Produce Section,TheOnion
668,2022-03-20 23:30:02+00:00,1505688142124396546,Area Dad Just Sort Of Assumed He Could Build Treehouse,TheOnion
669,2022-03-20 22:30:03+00:00,1505673049814802433,Laid-Off Uber Programmer Reduced To Driving For Uber,TheOnion
670,2022-03-20 22:00:06+00:00,1505665513111928835,"“Yeah, hey. I’m really sorry to bother you, but I’m not super comfortable being seated in an emergency exit row. I know that’s silly, but I’d really appreciate it if you could move me. I’m so sorry for the hassle.”",TheOnion
671,2022-03-20 21:31:02+00:00,1505658196932927489,Nation’s Long-Haired Old Men In Flowy Linen Shirts Announce You Are Love,TheOnion
672,2022-03-20 20:30:02+00:00,1505642845239132163,Sweet Karma: Your High School Computer Lab Teacher Who Installed The Browser Blocker That Stopped You From Playing Flash Games Is Very Sick Now,TheOnion
673,2022-03-20 19:30:02+00:00,1505627745832873990,Report: Happiness Does Not Measurably Increase Based On Zipline Ownership Once Family Owns 7 Ziplines,TheOnion
674,2022-03-20 19:00:05+00:00,1505620210727989255,"Even though you’ve been dating for over four years, you still have to text their agent if you want them to pick up dinner on the way home from work.",TheOnion
675,2022-03-20 18:30:02+00:00,1505612646787207186,Report: What You Just Said Reminds Man Of Thing He’d Rather Talk About,TheOnion
676,2022-03-20 17:30:02+00:00,1505597545086607369,Will Shortz Frustrated That Police Yet To Crack Taunting Puzzles Revealing Locations Of 40 Years Of Murder Victims,TheOnion
677,2022-03-20 17:17:02+00:00,1505594276549468166,"Have we learned nothing from their example about the importance of suppressing dissent from the moronic and childlike public? 
From The Onion Editorial Board:",TheOnion
678,2022-03-20 16:00:13+00:00,1505574943819546625,"Unlike a wild horse, cars do not need to be “broken in” before they can be used and will almost never buck a driver onto the ground.",TheOnion
679,2022-03-20 15:30:03+00:00,1505567351525236738,"Wise, Thoughtful Elder Won’t Put A Sock In It",TheOnion
680,2022-03-20 14:30:04+00:00,1505552255512203265,Man Has Come Too Far To Turn Back For Grocery Basket,TheOnion
681,2022-03-20 14:00:29+00:00,1505544810337390592,"Nevada
Buffet Scraps: A must-have dish for tourists and locals alike who blew all their cash and are forced to hide from their bookie’s goons underneath the buffet table.",TheOnion
682,2022-03-20 02:30:01+00:00,1505371051831742471,"‘See, I Clean Up Nice,’ Announces Ugly, Dirty Man In Suit",TheOnion
683,2022-03-20 02:00:01+00:00,1505363500708745217,"Who’s gonna masturbate to two fully clothed people sourly looking at their phones? A few people​, sure,​ but not enough.",TheOnion
684,2022-03-20 01:30:01+00:00,1505355951620214786,"Reform ‘Fifty Shades’ Reader Doesn’t Think Christian And Ana Literally Indulged In Bladder Control Fetish, But Derives Meaning From Story Nonetheless",TheOnion
685,2022-03-20 00:30:01+00:00,1505340853367316481,Parenting Experts Reveal Forcing Child To Shoot Dying Pet Only Teaches Lesson About Mortality For First 5 Or So Times,TheOnion
686,2022-03-19 23:30:01+00:00,1505325753243680769,Man Flashes Hand Stamp To Bouncer Like Badge Of Field Agent Entering Crime Scene,TheOnion
687,2022-03-19 23:00:04+00:00,1505318215198687237,"During a particularly long stretch of intercourse, it’s important to let both parties mill around the lobby and buy some peanuts before going back in and railing each other during the second half.",TheOnion
688,2022-03-19 22:30:02+00:00,1505310655611613184,Emergency Room Staff Assures Parents That Burger King Chicken Fries Will Pass Naturally Through Child’s System,TheOnion
689,2022-03-19 21:30:02+00:00,1505295558025650180,Report: The Nation Has Healed And It’s Time To Rejoice!,TheOnion
690,2022-03-19 20:30:01+00:00,1505280454383001600,Man’s Entire Diet Plan Eating So Much Of Delicious Thing He Gets Sick Of It,TheOnion
691,2022-03-19 20:00:06+00:00,1505272924017729540,"Spine xylophone: The calypso beat may be soothing at first, but don’t be surprised if you leave with vertebrae that are totally out of tune.",TheOnion
692,2022-03-19 19:30:01+00:00,1505265355568074757,Private Eye Struggling To Meet Women Who Aren’t Suspect In Late Husband’s Murder,TheOnion
693,2022-03-19 18:30:02+00:00,1505250259668279298,Dad Explains Geologic Concept To Family As If He Not Reading Straight From National Park Wayside Exhibit,TheOnion
694,2022-03-19 17:30:02+00:00,1505235157309087744,Insecure Infant Worried He Unworthy Of Animatronic Toy Rabbit’s Love,TheOnion
695,2022-03-19 17:01:00+00:00,1505227853662769155,“The ‘C’ in ACAB stands for ‘Crabs’”,TheOnion
696,2022-03-19 16:30:05+00:00,1505220073685983239,Report: Majority Of Americans Would Jump At Chance To Rip Off Shirt And Use It As Tourniquet,TheOnion
697,2022-03-19 16:00:14+00:00,1505212561037438980,"They’re not going to let you turn the tables on them, or if they do, at least you’ll be getting paid.",TheOnion
698,2022-03-19 15:30:03+00:00,1505204963840036864,Neurosurgeon Feels Lucky He Was Able To Turn Hobby Into Career,TheOnion
699,2022-03-19 14:31:01+00:00,1505190108114432008,Extremely Effective Therapist Just Lets Patients Beat Shit Out Of Him For 45 Minutes,TheOnion
700,2022-03-19 14:00:23+00:00,1505182398715207681,"“I follow my great-grandmother’s recipe of putting three perfect veal, lamb, and pork meatballs in a plastic bag under your pillow while you sleep.”
- @GDeLaurentiis",TheOnion
701,2022-03-19 03:15:00+00:00,1505019984505982976,"If you love TikTok, you will love website",TheOnion
702,2022-03-19 03:00:03+00:00,1505016218608144385,Drama Queen Waiter Completely Full of Shit About Plate Being Too Hot To Touch,TheOnion
703,2022-03-19 02:15:01+00:00,1505004889532944391,Boyfriend’s Comforter An Unzipped Sleeping Bag,TheOnion
704,2022-03-19 01:30:01+00:00,1504993562856992769,Cousin Really Going All-In On Retweeting Porn Stars,TheOnion
705,2022-03-19 01:00:05+00:00,1504986031036243969,“Dance! Dance for my amusement!”,TheOnion
706,2022-03-19 00:45:01+00:00,1504982238458523650,Sexually Awakened PETA President Announces That Being Kept In A Tiny Cage All Day Actually Sounds Hot As Hell,TheOnion
707,2022-03-19 00:30:02+00:00,1504978466059567113,"A recent Onion/Zweibel poll found that 93% of Americans have “little or no idea” what they’re talking about at any one time. Yet, what actions have been taken to stem the tide of inanities and idle chatter arising from their lips?",TheOnion
708,2022-03-19 00:00:07+00:00,1504970938810515460,Dying Man’s Greatest Regret Wasting So Much Of Life Obsessing About People He Abducted And Strangled,TheOnion
709,2022-03-18 23:15:02+00:00,1504959593931325441,Apparently Even Fence Feels Need To Comment On Woman’s Appearance,TheOnion
710,2022-03-18 23:00:08+00:00,1504955844206776322,Nurses are so sick of trying to figure out this riddle.,TheOnion
711,2022-03-18 22:15:02+00:00,1504944495812612099,Chicken’s Eyes Catch First-Ever Glint Of Sunlight Through Crack In Warehouse Ceiling Just Before Head Sliced Off,TheOnion
712,2022-03-18 21:30:03+00:00,1504933175239323648,Bar Band To Pay Dearly For Slipping In Original Song,TheOnion
713,2022-03-18 21:00:13+00:00,1504925666910875657,"“Gisele wouldn’t let me around real money anymore because I kept eating it.”
- @TomBrady",TheOnion
714,2022-03-18 20:45:02+00:00,1504921844461281280,WNBA Star’s Detention In Russia Extended Until May  #WhatDoYouThink?,TheOnion
715,2022-03-18 20:09:00+00:00,1504912776145350660,"Simply put, we need mass censorship now.",TheOnion
716,2022-03-18 20:00:28+00:00,1504910629332832257,In Defense Of Mass Censorship,TheOnion
717,2022-03-18 19:15:04+00:00,1504899202274533378,Seek calculated revenge on your mail carrier by repeatedly ordering a large quantity of various items from The Onion store.,TheOnion
718,2022-03-18 18:31:25+00:00,1504888216901541895,Timeline Of Putin’s Rise To Power,TheOnion
719,2022-03-18 18:00:21+00:00,1504880400975417347,If you die you can deduct your funeral expenses,TheOnion
720,2022-03-18 17:45:03+00:00,1504876551954915328,KitchenAid Unveils New 3-Piece Stainless Steel Dildo Attachment For Stand Mixer,TheOnion
721,2022-03-18 17:00:23+00:00,1504865309907423259,Report: Secretly Watching March Madness During Work Way Less Fun Working Remotely,TheOnion
722,2022-03-18 16:15:03+00:00,1504853902457458694,Dog Could At Least Try To Act Like It Cared About Ukraine,TheOnion
723,2022-03-18 15:30:08+00:00,1504842597524774913,Benefits Of Making Daylight-Saving Time Permanent,TheOnion
724,2022-03-18 14:45:04+00:00,1504831254109245444,Oscar Mayer Introduces New Filter-Tip Hot Dogs For Healthier Meat-Eating Experience,TheOnion
725,2022-03-18 14:00:23+00:00,1504820012372086790,“I think I’ve done all I can to ignore all of your advice.”,TheOnion
726,2022-03-18 13:15:02+00:00,1504808599842922503,Abandoned Balloon Adopted By Flock Of Migrating Geese,TheOnion
727,2022-03-18 12:30:05+00:00,1504797287414964224,Harried Woman On Train Quickly Doing Plastic Surgery On Face Before Work,TheOnion
728,2022-03-18 03:30:02+00:00,1504661376505360385,"""We’ve absolutely dominated Covid for the fourth time in two years. How lucky are we? It’s amazing what we can accomplish in such a short time when we all work together""",TheOnion
729,2022-03-18 03:00:03+00:00,1504653833401774091,"If you love TikTok, you will love website",TheOnion
730,2022-03-18 02:15:01+00:00,1504642501277368320,Plan B Unveils New Line Of Space-Time Wormholes To Prevent Intercourse From Ever Happening,TheOnion
731,2022-03-18 01:30:03+00:00,1504631182893408257,The Onion Store Sweepstakes: Enter your credit card information at checkout now for a chance to own all of the items currently in your cart.,TheOnion
732,2022-03-18 01:00:04+00:00,1504623639135719428,"This is dangerous and deadly slander and shame on you for even thinking this out loud, but it wouldn’t hurt to do some research.",TheOnion
733,2022-03-18 00:45:01+00:00,1504619851381366785,From The Archives: Sinn Fein Leaders Demand Year-Round Shamrock Shake Availability,TheOnion
734,2022-03-17 23:15:03+00:00,1504597209911906311,Americans Celebrate 4th Consecutive Victory Over Covid,TheOnion
735,2022-03-17 22:30:03+00:00,1504585884611624963,Man Who's 1/16th Irish Proud Of His Irish Heritage,TheOnion
736,2022-03-17 22:00:04+00:00,1504578339398369280,"Breaking up with your therapist can be incredibly difficult, and it’s sometimes hard to know exactly what to say. Here are some helpful ways to break the news, and tell them that it’s time for you to get help from someone new.",TheOnion
737,2022-03-17 21:15:04+00:00,1504567016228802567,"National Air And Space Museum Acquires Rock Local Teen Threw Really, Really High One Time",TheOnion
738,2022-03-17 21:00:09+00:00,1504563261781458956,“Why aren’t you dressed as an insensitive caricature of an ethnic group?”,TheOnion
739,2022-03-17 20:45:03+00:00,1504559459636584454,The Onion Fact-Checks Claims About The Ukraine Conflict,TheOnion
740,2022-03-17 20:00:18+00:00,1504548197607395337,"‘Easy, Good Boy,’ Says UberEats Driver Trying To Hand Delivery To Man Without Getting Bitten",TheOnion
741,2022-03-17 19:15:03+00:00,1504536809698693120,"Putin Pleased As Plot To Ruin Russian Economy, Destroy International Standing Goes Exactly To Plan",TheOnion
742,2022-03-17 19:00:16+00:00,1504533092962381829,From The Archives: What’s Our St. Patrick’s Day Tradition?,TheOnion
743,2022-03-17 18:30:05+00:00,1504525497279123464,George R.R. Martin Presses Ghostwriter On What’s Taking So Long,TheOnion
744,2022-03-17 18:00:24+00:00,1504518026728775683,"“Corned beef, and keep it coming!”",TheOnion
745,2022-03-17 17:45:02+00:00,1504514160050286594,Dangerous Conspiracy Theories On The Rise: Is This Shadowy Cabal Of Child-Eating Satanists To Blame?,TheOnion
746,2022-03-17 17:00:23+00:00,1504502923493007366,Irish-Americans Gear Up For 'The Reinforcin' O' The Stereotypes',TheOnion
747,2022-03-17 16:15:24+00:00,1504491602412281857,Man Unsure He’s Done Enough Research To Take All The Fun Out Of Making NCAA Bracket,TheOnion
748,2022-03-17 16:01:01+00:00,1504487980399947777,Please consider that this order does make your barista an accessory to violations of the Geneva convention.,TheOnion
749,2022-03-17 15:30:08+00:00,1504480209814241287,"Watchdog Warns Nearly Every Food Brand In U.S. Owned By Handful Of Companies, Which In Turn Are Controlled By Newman’s Own",TheOnion
750,2022-03-17 14:45:09+00:00,1504468888389623809,Asteroid Impacts Earth 2 Hours After Being Discovered  #WhatDoYouThink?,TheOnion
751,2022-03-17 14:00:36+00:00,1504457678806032390,Concerned Nation Gently Encourages Boston To Take It Easy This St. Patrick’s Day,TheOnion
752,2022-03-17 13:15:03+00:00,1504446216465272834,"If you think a bartender has time to prepare you anything other than a watered-down beer on St. Patrick’s Day, you’ve clearly never been out on St. Patrick’s Day.",TheOnion
753,2022-03-17 12:30:06+00:00,1504434903915667459,Fork Section Of Cutlery Drawer Overrun By Invasive Soup Spoons,TheOnion
754,2022-03-17 03:00:06+00:00,1504291458278326274,Less Popular Friend Only Included In Suicide Pact Out Of Pity,TheOnion
755,2022-03-17 02:15:01+00:00,1504280112363147265,Nemesis Has Wikipedia Page,TheOnion
756,2022-03-17 01:30:02+00:00,1504268790065995778,"BREAKING: Mute Button On Ad Opens Second, Louder Ad",TheOnion
757,2022-03-17 01:00:07+00:00,1504261262187843586,"“Oi! I’ll ’ave one point uh Guinness, gov’nuh! Cheers!”",TheOnion
758,2022-03-17 00:45:01+00:00,1504257462626566144,Earth Hopes Weird Burning Sensation Nothing Serious,TheOnion
759,2022-03-17 00:00:07+00:00,1504246162253041667,Man Honestly Better Off For Having Turned Self Over To Algorithms,TheOnion
760,2022-03-16 23:45:02+00:00,1504242365980155905,"“Fucking legacy migrant—I’m sure they waved him in as soon as they saw who his father was,” said local resident Shawn Castor, adding that he heard the Syrian refugee also came from one of the biggest and most prominent piles of rubble in his home country.",TheOnion
761,2022-03-16 23:15:02+00:00,1504234819424858116,LEGO Unveils Line Of Playsets Commemorating Children Who Choked To Death On One Of Their Blocks,TheOnion
762,2022-03-16 22:30:02+00:00,1504223492383850500,40-Year-Old Not Active Enough To Realize Body Falling Apart,TheOnion
763,2022-03-16 22:00:08+00:00,1504215966942642176,“I am going to frame my child for murder so I can finally get some sleep.”,TheOnion
764,2022-03-16 21:45:02+00:00,1504212169075920905,Elon Musk Challenges Vladimir Putin To ‘Single Combat’ For Ukraine  #WhatDoYouThink?,TheOnion
765,2022-03-16 21:00:24+00:00,1504200937493217287,“Get well soon.”,TheOnion
766,2022-03-16 20:45:00+00:00,1504197059875782658,Stop settling for lesser cups. It’s time to shell out for a mug from The Onion.,TheOnion
767,2022-03-16 20:00:16+00:00,1504185803706089476,Potential Outcomes For Russia’s Invasion Of Ukraine,TheOnion
768,2022-03-16 19:15:03+00:00,1504174423741542407,Airbnb Tests New Feature That Allows Black Guests,TheOnion
769,2022-03-16 18:30:07+00:00,1504163116283830278,Refugee Probably Only Got Accepted To Country Because His Dad Was A Refugee,TheOnion
770,2022-03-16 18:00:20+00:00,1504155620567654403,“What flavor Mountain Dew should I give a woman if I’m trying to get her interested in going on a date with me?”,TheOnion
771,2022-03-16 17:45:03+00:00,1504151775263309831,Body Language Expert Can Tell With 90% Accuracy If Person Sitting,TheOnion
772,2022-03-16 17:00:21+00:00,1504140525330436100,"Even if you don’t remember it’s St. Patrick’s Day, your server definitely will. When you’re out at a bar celebrating, try not to say the following things.",TheOnion
773,2022-03-16 16:15:04+00:00,1504129131092623365,Coleslaw Portion So Generous Man Feels Like He’s Getting Away With Robbery,TheOnion
774,2022-03-16 16:00:21+00:00,1504125425252978704,The Crown (2016): At least wait until the Queen dies to try and analyze her life story.,TheOnion
775,2022-03-16 15:30:05+00:00,1504117809596579847,Squatters Occupy London Mansion Owned By Russian Oligarch  #WhatDoYouThink?,TheOnion
776,2022-03-16 14:00:27+00:00,1504095250402492418,Song Over Opening Credits Actually Playing On Lead Character’s Radio This Entire Time,TheOnion
777,2022-03-16 13:15:02+00:00,1504083822777966596,Quiet Nerdy Kid Lies In Wait For Perfect Moment To Unleash Freestyle Rap Abilities On Classmates,TheOnion
778,2022-03-16 03:15:00+00:00,1503932820724535299,Save your precious thumb strength for later. You can watch our TikToks without the endless scrolling at,TheOnion
779,2022-03-16 03:00:03+00:00,1503929057574105089,Man Gives Himself Little Treat For Getting Through Day,TheOnion
780,2022-03-16 02:15:01+00:00,1503917724858298368,Nation’s Men Holding Acoustic Guitars Announce Plan To Idly Strum While You Try To Talk To Them,TheOnion
781,2022-03-16 01:30:02+00:00,1503906404549242886,Aliens Pointedly Ignoring METI Transmissions Thought Scientists Would’ve Gotten Hint By Now,TheOnion
782,2022-03-16 01:00:11+00:00,1503898890927583243,"No matter how important this lesson is, there’s no way Schoolhouse Rock! can pull off a cartoon version of the Constitution singing a song about how discrimination is fundamentally baked into its text.",TheOnion
783,2022-03-16 00:45:01+00:00,1503895075255988226,"‘You Can Say ‘No,’’ Says Man Stating Premise Of Asking Someone On Date",TheOnion
784,2022-03-16 00:30:03+00:00,1503891308368343040,"""With the economy what it is and a split Senate, it seems like the price just keeps going up and up nearly every day,"" said ExxonMobil CEO Darren Woods.",TheOnion
785,2022-03-16 00:00:09+00:00,1503883783308730369,Grandmother Hopes Leaving 600 Pounds Of Old Newspapers To Grandson Doesn’t Make His Cousins Jealous,TheOnion
786,2022-03-15 23:15:03+00:00,1503872432179924993,Episode Of Cooking Show Implying Pastry Chefs Some Sort Of Oppressed Minority,TheOnion
787,2022-03-15 23:00:07+00:00,1503868673991262213,“A lot of people want to rent out this unit right now…you don’t know them…they’re supermodels from Canada…”,TheOnion
788,2022-03-15 22:30:02+00:00,1503861106376388615,4-Year-Old Convinced Father A Moron After 45th Consecutive Hide-And-Seek Victory,TheOnion
789,2022-03-15 22:00:10+00:00,1503853590984761348,Our clothing items have all the correct holes marked for easy application.,TheOnion
790,2022-03-15 21:39:30+00:00,1503848387174715395,Tom Brady Cancels Retirement After 2 Months  #WhatDoYouThink?,TheOnion
791,2022-03-15 20:45:03+00:00,1503834684563857425,Supreme Court Justices Sheepishly Admit All Of Their Spouses Attended Jan. 6 Riot,TheOnion
792,2022-03-15 20:00:17+00:00,1503823418847858690,Kamala Harris Nudges Stack Of Papers Off Desk To Distract Aide Before Twisting Office Clock To 5 P.M.,TheOnion
793,2022-03-15 19:45:02+00:00,1503819579830808578,“The key to compromise is demanding that you get everything you want while giving up nothing in return.” - @tedcruz,TheOnion
794,2022-03-15 19:30:04+00:00,1503815813672935425,Gun-Wielding Carjacker Demands Driver Exit Vehicle And Stop Writing Down Badge Number,TheOnion
795,2022-03-15 19:15:03+00:00,1503812037100679178,"Putin Condemns Ukrainian People’s Unprovoked 1,000-Year Occupation Of South Russia",TheOnion
796,2022-03-15 18:30:06+00:00,1503800722491641858,Oil Companies Lament Rising Price Of Joe Manchin,TheOnion
797,2022-03-15 17:45:14+00:00,1503789433308467201,Lies All Landlords Use To Try And Raise Your Rent,TheOnion
798,2022-03-15 17:00:23+00:00,1503778144729415686,Professor Not Buying Student’s Bullshit About Having To Play In NCAA Tournament,TheOnion
799,2022-03-15 16:15:07+00:00,1503766752408354819,Report Finds Average U.S. High Schooler Writes Manifesto At 2nd-Grade Level,TheOnion
800,2022-03-15 15:30:09+00:00,1503755439003082754,Goldendoodle Not Good With People Who Earn Less Than 6 Figures,TheOnion
